datetime,open,high,low,close,volume,adj_close
1672603200000,16603.53,16628.0,16600.55,16604.51,4189.05318,16604.51
1672606800000,16604.51,16608.83,16592.63,16606.68,3656.77804,16606.68
1672610400000,16607.02,16613.85,16586.24,16602.12,3690.19661,16602.12
1672614000000,16602.39,16625.0,16600.8,16616.75,3846.61495,16616.75
1672617600000,16617.17,16629.05,16581.25,16588.35,4327.06948,16588.35
1672621200000,16587.97,16589.2,16548.7,16565.04,5791.85443,16565.04
1672624800000,16565.03,16595.92,16555.0,16587.85,3150.41571,16587.85
1672628400000,16587.99,16707.25,16581.8,16661.94,6194.13548,16661.94
1672632000000,16662.38,16674.84,16629.29,16639.44,4983.39445,16639.44
1672635600000,16639.74,16662.94,16619.44,16647.58,4976.78402,16647.58
1672639200000,16648.37,16663.27,16635.93,16641.1,3210.61774,16641.1
1672642800000,16641.1,16769.51,16637.44,16721.28,12856.08557,16721.28
1672646400000,16721.27,16772.01,16707.52,16733.71,7080.81126,16733.71
1672650000000,16733.71,16745.68,16710.54,16717.5,5599.20896,16717.5
1672653600000,16717.5,16762.86,16708.68,16727.95,5892.57705,16727.95
1672657200000,16727.72,16741.72,16704.07,16735.11,4695.34392,16735.11
1672660800000,16735.51,16746.29,16719.3,16721.54,4262.00363,16721.54
1672664400000,16721.96,16725.6,16685.0,16694.78,5598.29706,16694.78
1672668000000,16695.12,16710.41,16669.15,16698.69,5460.35075,16698.69
1672671600000,16698.69,16750.0,16692.01,16734.66,6426.56347,16734.66
1672675200000,16734.66,16739.64,16708.23,16710.88,3861.0201,16710.88
1672678800000,16710.69,16723.0,16707.12,16715.42,3035.91493,16715.42
1672682400000,16715.42,16731.71,16707.47,16723.81,2810.694,16723.81
1672686000000,16723.64,16738.22,16715.88,16737.56,2607.1075,16737.56
1672689600000,16737.56,16738.23,16709.29,16728.52,2881.53898,16728.52
1672693200000,16728.52,16799.23,16718.41,16757.76,3771.07914,16757.76
1672696800000,16757.76,16763.78,16690.18,16698.4,5609.151,16698.4
1672700400000,16698.4,16722.98,16660.51,16672.87,6806.55328,16672.87
1672704000000,16672.78,16706.14,16647.81,16695.59,5684.61483,16695.59
1672707600000,16695.59,16696.04,16651.42,16677.6,5606.2077,16677.6
1672711200000,16677.6,16688.53,16671.6,16674.03,4217.23484,16674.03
1672714800000,16674.04,16700.28,16666.91,16691.81,4675.39859,16691.81
1672718400000,16691.81,16699.63,16681.79,16685.64,3591.36818,16685.64
1672722000000,16685.21,16727.72,16683.31,16725.5,5214.59458,16725.5
1672725600000,16725.5,16778.4,16722.31,16727.58,7123.40419,16727.58
1672729200000,16727.58,16732.64,16707.57,16729.74,5504.97638,16729.74
1672732800000,16730.15,16735.84,16698.15,16715.22,7060.75169,16715.22
1672736400000,16714.77,16766.0,16714.0,16741.31,6977.90665,16741.31
1672740000000,16741.22,16749.1,16721.89,16724.32,5640.0479,16724.32
1672743600000,16724.0,16737.58,16709.87,16721.03,5897.45752,16721.03
1672747200000,16721.42,16728.02,16703.0,16710.85,6466.63588,16710.85
1672750800000,16710.85,16739.93,16709.41,16725.53,7567.34193,16725.53
1672754400000,16725.53,16773.0,16631.95,16661.23,15670.06766,16661.23
1672758000000,16662.08,16683.45,16617.79,16676.94,12427.73835,16676.94
1672761600000,16677.54,16688.2,16611.3,16622.58,10273.56889,16622.58
1672765200000,16621.93,16644.0,16605.28,16633.65,6785.77064,16633.65
1672768800000,16633.15,16653.53,16626.8,16645.08,5698.95938,16645.08
1672772400000,16644.51,16657.54,16622.41,16643.37,6760.83384,16643.37
1672776000000,16643.77,16680.44,16640.4,16661.37,7053.06124,16661.37
1672779600000,16661.37,16685.73,16658.36,16664.63,4588.95144,16664.63
1672783200000,16664.44,16680.37,16647.71,16677.11,3839.28133,16677.11
1672786800000,16677.11,16695.0,16667.16,16675.18,5215.3637,16675.18
1672790400000,16675.65,16677.15,16652.66,16660.53,4922.78018,16660.53
1672794000000,16660.53,16737.23,16657.68,16701.97,9492.81204,16701.97
1672797600000,16701.63,16754.52,16701.5,16736.52,9182.6903,16736.52
1672801200000,16736.52,16877.65,16736.39,16862.02,18306.29002,16862.02
1672804800000,16862.61,16910.98,16849.44,16860.5,10155.76424,16860.5
1672808400000,16861.05,16867.22,16840.36,16857.57,6067.9004,16857.57
1672812000000,16857.57,16880.0,16849.31,16878.18,6314.32318,16878.18
1672815600000,16878.87,16891.27,16850.0,16869.44,7732.26528,16869.44
1672819200000,16869.49,16919.0,16833.5,16864.95,10747.14204,16864.95
1672822800000,16864.51,16869.7,16831.13,16844.91,7428.47586,16844.91
1672826400000,16844.69,16848.06,16832.1,16844.92,6103.39721,16844.92
1672830000000,16845.3,16854.24,16834.42,16835.35,6041.62493,16835.35
1672833600000,16835.35,16846.95,16804.08,16812.19,8292.1096,16812.19
1672837200000,16812.57,16837.34,16808.55,16828.2,6632.83668,16828.2
1672840800000,16828.4,16863.09,16795.24,16830.12,11666.84154,16830.12
1672844400000,16830.12,16858.51,16765.3,16854.05,14251.27171,16854.05
1672848000000,16853.55,16897.0,16829.0,16858.85,10314.19057,16858.85
1672851600000,16858.85,16940.0,16849.5,16893.24,11064.92581,16893.24
1672855200000,16892.98,16985.91,16872.07,16948.04,11575.12283,16948.04
1672858800000,16948.04,16991.87,16787.85,16842.36,19122.11255,16842.36
1672862400000,16842.32,16852.23,16777.0,16806.49,10533.90467,16806.49
1672866000000,16806.49,16832.73,16793.73,16826.81,4532.62963,16826.81
1672869600000,16827.21,16853.71,16814.93,16826.68,4037.94925,16826.68
1672873200000,16826.72,16869.56,16815.54,16850.36,5842.8281,16850.36
1672876800000,16850.36,16878.18,16827.24,16828.45,6623.10938,16828.45
1672880400000,16828.09,16849.99,16807.72,16832.9,5556.45206,16832.9
1672884000000,16833.37,16844.44,16823.3,16836.8,4543.82321,16836.8
1672887600000,16836.8,16838.57,16818.86,16827.71,5040.38256,16827.71
1672891200000,16827.71,16842.85,16821.21,16836.41,4379.90824,16836.41
1672894800000,16836.41,16849.37,16835.04,16844.12,4515.36693,16844.12
1672898400000,16844.12,16845.8,16812.56,16817.13,5572.14194,16817.13
1672902000000,16817.34,16824.4,16789.87,16823.64,6746.14124,16823.64
1672905600000,16823.05,16829.99,16792.85,16807.53,6447.49843,16807.53
1672909200000,16807.74,16814.23,16780.75,16807.12,7782.61782,16807.12
1672912800000,16807.22,16837.59,16803.49,16825.08,6356.79431,16825.08
1672916400000,16825.36,16839.0,16814.71,16833.6,5709.31049,16833.6
1672920000000,16833.6,16834.7,16816.68,16822.13,5387.18553,16822.13
1672923600000,16822.13,16832.54,16777.86,16780.25,9909.86762,16780.25
1672927200000,16780.79,16837.0,16753.0,16829.59,13999.13031,16829.59
1672930800000,16830.28,16879.82,16823.1,16842.94,12667.05102,16842.94
1672934400000,16842.94,16865.21,16823.22,16838.28,8528.81937,16838.28
1672938000000,16837.96,16846.88,16811.82,16814.48,6639.45914,16814.48
1672941600000,16814.18,16847.59,16800.5,16841.93,7720.01139,16841.93
1672945200000,16841.94,16875.5,16826.67,16863.85,7269.1746,16863.85
1672948800000,16864.29,16873.52,16846.63,16859.02,5979.34021,16859.02
1672952400000,16859.02,16864.84,16834.17,16848.51,5700.5171,16848.51
1672956000000,16848.51,16857.96,16832.34,16837.85,3566.0679,16837.85
1672959600000,16838.09,16847.88,16818.91,16831.85,6833.39561,16831.85
1672963200000,16831.85,16872.57,16825.85,16859.78,6280.9838,16859.78
1672966800000,16859.44,16863.16,16820.18,16827.8,4845.69802,16827.8
1672970400000,16827.45,16839.79,16802.01,16837.06,7000.67909,16837.06
1672974000000,16836.65,16842.03,16826.46,16833.56,4769.20542,16833.56
1672977600000,16833.56,16837.87,16805.31,16822.99,6236.39942,16822.99
1672981200000,16823.24,16823.63,16792.12,16810.18,6230.44034,16810.18
1672984800000,16809.74,16816.45,16779.96,16786.86,6529.22759,16786.86
1672988400000,16786.6,16802.87,16780.15,16794.06,5763.44917,16794.06
1672992000000,16794.33,16812.22,16791.47,16802.11,5475.1394,16802.11
1672995600000,16802.11,16802.27,16762.5,16787.1,7581.99164,16787.1
1672999200000,16787.1,16802.98,16760.0,16767.06,6268.17791,16767.06
1673002800000,16767.15,16772.78,16709.88,16738.22,10651.25261,16738.22
1673006400000,16738.74,16749.0,16717.66,16731.02,7194.28857,16731.02
1673010000000,16730.65,16817.0,16679.0,16774.19,18804.40486,16774.19
1673013600000,16774.19,16791.49,16720.0,16748.82,11361.10297,16748.82
1673017200000,16748.82,16849.0,16748.26,16840.82,15225.11473,16840.82
1673020800000,16840.1,16854.0,16805.04,16827.21,11411.79147,16827.21
1673024400000,16827.21,16845.78,16811.63,16821.27,8080.32447,16821.27
1673028000000,16821.58,16864.15,16821.12,16850.45,9135.64548,16850.45
1673031600000,16850.64,16965.41,16845.0,16939.91,14143.93623,16939.91
1673035200000,16940.41,17041.0,16886.21,16897.48,15953.02164,16897.48
1673038800000,16897.96,16952.7,16889.27,16931.27,7417.97543,16931.27
1673042400000,16931.27,16967.41,16930.68,16958.35,5234.9501,16958.35
1673046000000,16958.35,16980.0,16942.1,16950.65,5806.08379,16950.65
1673049600000,16950.31,16979.38,16930.46,16978.18,5467.28682,16978.18
1673053200000,16978.15,16981.91,16944.15,16950.02,4267.6657,16950.02
1673056800000,16950.02,16956.11,16936.26,16944.24,4191.36187,16944.24
1673060400000,16943.93,16958.06,16936.58,16952.46,4016.68993,16952.46
1673064000000,16952.73,16954.45,16936.04,16938.27,3778.01251,16938.27
1673067600000,16937.85,16942.06,16932.37,16934.28,3697.84857,16934.28
1673071200000,16934.02,16936.89,16922.14,16933.29,4212.49077,16933.29
1673074800000,16933.56,16948.78,16931.94,16948.09,3792.07998,16948.09
1673078400000,16948.18,16954.95,16926.99,16929.76,4917.47697,16929.76
1673082000000,16929.58,16933.95,16921.44,16928.51,4343.09876,16928.51
1673085600000,16928.78,16930.56,16912.18,16922.51,4731.06815,16922.51
1673089200000,16922.51,16925.9,16908.07,16918.3,4945.07877,16918.3
1673092800000,16918.3,16920.07,16908.0,16916.14,5565.59897,16916.14
1673096400000,16916.14,16936.58,16914.14,16919.34,5503.13343,16919.34
1673100000000,16919.34,16947.7,16908.6,16937.92,5735.37622,16937.92
1673103600000,16937.63,16947.64,16934.35,16940.42,3845.98614,16940.42
1673107200000,16940.6,16940.61,16916.0,16922.79,5124.97026,16922.79
1673110800000,16922.79,16935.87,16918.85,16928.85,4106.2368,16928.85
1673114400000,16928.85,16940.0,16928.22,16938.12,3342.1124,16938.12
1673118000000,16938.12,16946.13,16935.23,16944.05,3500.68036,16944.05
1673121600000,16944.05,16951.92,16937.04,16945.77,4307.78731,16945.77
1673125200000,16945.44,16950.25,16937.0,16939.31,3924.97772,16939.31
1673128800000,16939.06,16941.69,16929.46,16936.31,3605.78679,16936.31
1673132400000,16936.31,16948.04,16931.05,16943.57,3603.7636,16943.57
1673136000000,16943.83,16955.0,16911.0,16926.66,6117.02466,16926.66
1673139600000,16926.66,16936.0,16915.25,16929.82,4392.91927,16929.82
1673143200000,16929.82,16934.0,16919.07,16931.18,3389.34917,16931.18
1673146800000,16931.46,16944.62,16926.17,16944.02,4396.50361,16944.02
1673150400000,16944.02,16944.99,16934.4,16934.75,2924.6404,16934.75
1673154000000,16934.95,16944.21,16933.54,16943.73,3386.28009,16943.73
1673157600000,16943.73,16951.97,16933.26,16950.92,4100.79008,16950.92
1673161200000,16950.92,16957.12,16943.16,16953.77,4255.90012,16953.77
1673164800000,16953.77,16956.01,16940.01,16946.07,4846.58066,16946.07
1673168400000,16945.91,16967.67,16925.05,16935.6,7110.82123,16935.6
1673172000000,16935.6,16940.0,16933.14,16936.41,3937.60336,16936.41
1673175600000,16936.41,16954.0,16926.3,16927.42,4539.40504,16927.42
1673179200000,16927.42,16932.51,16921.4,16923.75,4218.20227,16923.75
1673182800000,16924.01,16938.49,16920.37,16933.03,4085.80873,16933.03
1673186400000,16933.32,16954.3,16931.25,16952.44,5570.28633,16952.44
1673190000000,16952.44,17019.79,16938.0,17000.43,9212.24098,17000.43
1673193600000,17000.43,17022.08,16916.1,16936.87,10618.32869,16936.87
1673197200000,16936.87,16952.03,16920.3,16928.5,5335.0462,16928.5
1673200800000,16928.89,16936.49,16919.94,16929.84,3902.21677,16929.84
1673204400000,16930.03,16939.45,16923.84,16927.25,3702.07617,16927.25
1673208000000,16927.25,16982.43,16924.41,16966.67,8747.8127,16966.67
1673211600000,16966.95,16988.02,16945.5,16957.46,6021.89438,16957.46
1673215200000,16957.28,16976.53,16952.67,16963.14,4593.80115,16963.14
1673218800000,16963.27,17176.99,16962.95,17127.83,15750.36489,17127.83
1673222400000,17127.83,17199.0,17104.66,17184.51,16663.49596,17184.51
1673226000000,17185.28,17230.0,17145.52,17175.02,11243.36822,17175.02
1673229600000,17175.02,17252.6,17161.7,17191.47,14664.83212,17191.47
1673233200000,17191.47,17217.34,17176.72,17197.0,8227.46784,17197.0
1673236800000,17197.0,17253.19,17194.32,17226.49,11007.13679,17226.49
1673240400000,17227.11,17262.56,17200.6,17205.95,8658.79449,17205.95
1673244000000,17205.95,17220.59,17180.0,17189.24,7006.60552,17189.24
1673247600000,17189.25,17215.48,17183.92,17198.48,6873.81205,17198.48
1673251200000,17198.01,17240.0,17186.95,17191.68,8729.24544,17191.68
1673254800000,17191.68,17270.0,17189.53,17238.38,11688.66494,17238.38
1673258400000,17238.38,17285.48,17235.59,17264.5,10364.82478,17264.5
1673262000000,17264.1,17278.87,17236.21,17238.93,7685.46206,17238.93
1673265600000,17239.47,17254.97,17228.85,17249.06,7702.65742,17249.06
1673269200000,17249.4,17295.55,17190.74,17226.9,11770.67245,17226.9
1673272800000,17227.3,17276.13,17206.98,17264.25,13182.45775,17264.25
1673276400000,17263.67,17335.35,17228.67,17268.49,17858.24406,17268.49
1673280000000,17268.49,17357.7,17268.02,17327.84,16193.72323,17327.84
1673283600000,17328.25,17375.77,17316.43,17356.96,12553.81044,17356.96
1673287200000,17356.57,17398.8,17323.71,17350.71,14266.71978,17350.71
1673290800000,17351.1,17352.68,17293.34,17293.69,9506.66121,17293.69
1673294400000,17294.19,17313.3,17177.87,17221.29,16784.2954,17221.29
1673298000000,17221.29,17246.26,17165.04,17182.48,10641.44945,17182.48
1673301600000,17182.36,17222.32,17167.35,17204.83,5444.24581,17204.83
1673305200000,17204.83,17205.57,17128.0,17178.26,7492.88002,17178.26
1673308800000,17179.04,17220.29,17178.19,17219.19,7195.9706,17219.19
1673312400000,17219.19,17235.0,17188.31,17194.39,8619.72528,17194.39
1673316000000,17193.97,17215.0,17146.34,17185.94,9620.79785,17185.94
1673319600000,17185.73,17208.17,17172.47,17205.72,5509.67537,17205.72
1673323200000,17205.31,17222.5,17196.04,17221.68,6465.17667,17221.68
1673326800000,17222.05,17233.91,17207.05,17228.77,5477.38412,17228.77
1673330400000,17228.66,17233.5,17189.15,17203.95,7243.88623,17203.95
1673334000000,17203.95,17211.0,17192.0,17203.2,6803.12603,17203.2
1673337600000,17203.2,17270.69,17187.73,17256.34,10065.10708,17256.34
1673341200000,17256.34,17277.87,17242.12,17247.71,7103.67661,17247.71
1673344800000,17247.71,17276.6,17233.48,17271.02,6781.4259,17271.02
1673348400000,17271.02,17286.02,17250.95,17252.89,7132.79462,17252.89
1673352000000,17252.89,17257.19,17218.44,17224.15,8319.09891,17224.15
1673355600000,17224.15,17255.55,17212.14,17246.05,8539.8137,17246.05
1673359200000,17246.45,17326.07,17220.0,17286.59,21263.07475,17286.59
1673362800000,17287.01,17375.0,17271.38,17327.7,19401.38074,17327.7
1673366400000,17327.7,17341.97,17282.0,17302.15,10943.41192,17302.15
1673370000000,17302.55,17339.29,17287.11,17325.97,7038.14912,17325.97
1673373600000,17325.61,17443.95,17323.02,17433.95,14841.37941,17433.95
1673377200000,17433.7,17456.07,17398.28,17432.85,10256.876,17432.85
1673380800000,17432.85,17495.69,17405.3,17477.15,12015.24942,17477.15
1673384400000,17477.95,17499.0,17448.75,17463.56,7080.33103,17463.56
1673388000000,17463.86,17464.56,17418.98,17428.08,6677.99954,17428.08
1673391600000,17428.08,17444.97,17403.73,17440.66,6986.91491,17440.66
1673395200000,17440.64,17502.83,17428.37,17466.02,8526.37461,17466.02
1673398800000,17466.02,17510.0,17436.03,17458.05,8068.79008,17458.05
1673402400000,17458.49,17462.7,17383.08,17388.2,7948.58416,17388.2
1673406000000,17387.67,17425.2,17366.58,17416.14,7402.73595,17416.14
1673409600000,17416.49,17425.42,17391.0,17408.39,5250.33415,17408.39
1673413200000,17407.98,17436.73,17397.27,17406.3,6119.31971,17406.3
1673416800000,17406.16,17442.47,17388.0,17437.29,9009.63417,17437.29
1673420400000,17436.89,17462.99,17426.07,17446.65,9347.60277,17446.65
1673424000000,17447.02,17451.38,17408.68,17447.6,8596.90944,17447.6
1673427600000,17447.95,17472.15,17439.7,17446.71,8159.56219,17446.71
1673431200000,17446.86,17459.0,17435.18,17441.24,6172.66996,17441.24
1673434800000,17441.24,17454.51,17427.86,17437.75,7057.23375,17437.75
1673438400000,17437.75,17437.75,17402.0,17418.56,9151.50731,17418.56
1673442000000,17418.56,17435.74,17383.48,17413.43,9777.24374,17413.43
1673445600000,17413.43,17435.87,17376.0,17413.97,13585.06312,17413.97
1673449200000,17413.97,17437.71,17315.6,17332.43,16548.57079,17332.43
1673452800000,17331.9,17368.37,17320.42,17347.62,9399.06698,17347.62
1673456400000,17347.79,17393.5,17342.51,17382.08,7438.16925,17382.08
1673460000000,17382.05,17571.7,17380.76,17487.09,23106.94112,17487.09
1673463600000,17486.44,17557.76,17468.57,17550.29,15845.33763,17550.29
1673467200000,17549.62,17581.75,17508.86,17550.57,13165.28391,17550.57
1673470800000,17550.57,17571.38,17529.39,17558.6,8702.05303,17558.6
1673474400000,17559.49,17597.0,17514.06,17556.41,12547.23588,17556.41
1673478000000,17556.41,18000.0,17550.87,17943.26,31295.38283,17943.26
1673481600000,17943.26,18297.37,17907.25,18264.1,29755.53326,18264.1
1673485200000,18264.1,18292.56,18140.58,18221.51,23739.80084,18221.51
1673488800000,18222.31,18385.71,18179.49,18207.54,18968.39437,18207.54
1673492400000,18206.85,18240.17,18196.83,18224.68,10030.80424,18224.68
1673496000000,18224.68,18232.5,18197.46,18215.66,7951.75735,18215.66
1673499600000,18215.74,18241.43,18075.19,18087.54,12286.65303,18087.54
1673503200000,18087.54,18164.19,18085.3,18147.77,9141.46584,18147.77
1673506800000,18147.25,18177.97,18117.3,18138.22,7876.30717,18138.22
1673510400000,18138.21,18152.17,18071.06,18151.52,9012.78676,18151.52
1673514000000,18151.52,18173.72,18129.31,18164.67,8167.69214,18164.67
1673517600000,18164.13,18218.0,18142.18,18185.6,9055.0101,18185.6
1673521200000,18185.6,18222.59,18163.57,18200.8,8018.64554,18200.8
1673524800000,18200.8,18279.86,18170.27,18268.94,15008.40297,18268.94
1673528400000,18269.59,18380.47,17892.05,18284.91,51231.61325,18284.91
1673532000000,18284.91,18356.58,17925.09,17998.56,40174.44274,17998.56
1673535600000,17997.63,18142.8,17988.01,18086.62,24291.99886,18086.62
1673539200000,18087.28,18144.0,18054.61,18134.55,14946.27349,18134.55
1673542800000,18134.55,18872.0,18105.56,18837.06,37374.42104,18837.06
1673546400000,18837.06,18988.0,18615.21,18796.93,33953.94896,18796.93
1673550000000,18796.93,19060.0,18760.34,18885.35,24609.80921,18885.35
1673553600000,18885.35,19087.0,18820.63,19048.95,19237.60617,19048.95
1673557200000,19048.95,19117.04,18762.0,18830.07,21655.32154,18830.07
1673560800000,18830.07,18936.21,18776.83,18913.92,9015.33064,18913.92
1673564400000,18913.38,18915.56,18844.55,18846.62,9064.30227,18846.62
1673568000000,18846.62,18887.0,18714.12,18771.61,14571.89741,18771.61
1673571600000,18771.61,18819.37,18744.58,18811.48,9450.99789,18811.48
1673575200000,18811.4,18842.73,18786.1,18835.48,8659.244,18835.48
1673578800000,18835.48,18883.55,18823.54,18876.37,9046.16516,18876.37
1673582400000,18876.37,18883.79,18818.31,18821.27,8211.64506,18821.27
1673586000000,18821.27,18835.77,18778.41,18787.71,8427.10991,18787.71
1673589600000,18787.71,18864.21,18780.57,18852.68,7522.51436,18852.68
1673593200000,18853.1,18857.87,18785.0,18824.25,9476.07449,18824.25
1673596800000,18825.0,18860.17,18810.01,18842.15,8768.8504,18842.15
1673600400000,18842.68,18938.99,18839.17,18910.23,12906.62634,18910.23
1673604000000,18910.8,19057.7,18858.98,19042.01,18027.7203,19042.01
1673607600000,19042.87,19045.17,18888.79,18920.95,13932.14357,18920.95
1673611200000,18920.95,18936.98,18811.52,18864.59,12196.93938,18864.59
1673614800000,18864.59,18902.04,18812.0,18854.84,11447.72178,18854.84
1673618400000,18854.84,19143.28,18833.51,18996.27,21812.49739,18996.27
1673622000000,18996.27,19310.91,18984.09,19261.19,39505.15947,19261.19
1673625600000,19261.19,19276.41,19060.15,19133.39,21990.08148,19133.39
1673629200000,19133.39,19406.26,19105.5,19256.06,24276.05083,19256.06
1673632800000,19255.84,19387.37,19253.76,19292.44,16005.03199,19292.44
1673636400000,19293.25,19373.0,19246.12,19362.01,13817.14939,19362.01
1673640000000,19363.43,19497.18,19315.77,19473.67,18901.95762,19473.67
1673643600000,19474.82,19911.82,19375.52,19816.81,28641.78804,19816.81
1673647200000,19816.81,20000.0,19786.43,19849.41,20913.07012,19849.41
1673650800000,19848.53,19942.2,19728.62,19930.01,10107.44185,19930.01
1673654400000,19930.01,21258.0,19888.05,20891.67,66759.62394,20891.67
1673658000000,20891.67,21088.0,20691.13,20927.44,28721.89375,20927.44
1673661600000,20926.78,21037.89,20820.06,20938.93,21828.4948,20938.93
1673665200000,20937.87,20986.3,20781.81,20967.23,15596.51492,20967.23
1673668800000,20967.23,21033.64,20878.33,20894.86,13195.35042,20894.86
1673672400000,20895.43,20914.81,20777.37,20841.62,11892.84254,20841.62
1673676000000,20840.65,20973.63,20838.53,20955.57,9645.2354,20955.57
1673679600000,20954.37,20967.94,20850.0,20897.36,9942.91758,20897.36
1673683200000,20897.36,21022.39,20875.6,21003.35,11647.1779,21003.35
1673686800000,21003.35,21010.83,20306.64,20523.75,34526.45807,20523.75
1673690400000,20523.75,20526.88,20225.06,20496.77,18153.54315,20496.77
1673694000000,20496.77,20755.19,20472.39,20721.73,15443.07562,20721.73
1673697600000,20721.03,20975.0,20575.06,20911.19,18682.39138,20911.19
1673701200000,20911.19,20982.26,20782.86,20940.71,12769.52817,20940.71
1673704800000,20939.26,21200.0,20568.12,20834.4,23382.71318,20834.4
1673708400000,20832.6,20896.0,20629.84,20786.74,15922.70411,20786.74
1673712000000,20785.85,20866.24,20750.81,20810.66,12083.54299,20810.66
1673715600000,20809.94,20911.23,20725.32,20755.78,11055.39428,20755.78
1673719200000,20755.78,20800.0,20660.0,20757.99,8912.40137,20757.99
1673722800000,20757.99,20861.28,20717.41,20783.68,8210.56962,20783.68
1673726400000,20783.68,20899.4,20758.0,20877.47,6009.78342,20877.47
1673730000000,20876.31,20947.84,20827.31,20900.66,7390.95259,20900.66
1673733600000,20900.66,21023.93,20864.29,20989.97,5335.75759,20989.97
1673737200000,20989.97,21072.27,20933.33,20954.92,6804.88272,20954.92
1673740800000,20952.76,21001.84,20623.21,20767.05,14735.14851,20767.05
1673744400000,20766.57,20789.96,20647.78,20770.29,7937.08168,20770.29
1673748000000,20771.27,20816.7,20667.96,20672.91,7268.68577,20672.91
1673751600000,20672.79,20742.83,20551.01,20719.09,8095.435,20719.09
1673755200000,20719.09,20759.87,20679.0,20698.14,4760.81434,20698.14
1673758800000,20698.14,20785.0,20677.38,20749.76,5102.14697,20749.76
1673762400000,20748.94,20789.58,20698.0,20717.0,4727.89874,20717.0
1673766000000,20717.0,20739.82,20666.88,20735.69,5685.65589,20735.69
1673769600000,20735.69,20755.22,20591.21,20617.71,9316.58251,20617.71
1673773200000,20617.93,20754.54,20573.13,20750.59,8557.69198,20750.59
1673776800000,20748.94,20759.0,20692.17,20732.83,5197.76285,20732.83
1673780400000,20732.83,20741.64,20657.81,20722.23,5578.01992,20722.23
1673784000000,20722.23,20744.89,20652.24,20694.03,5026.75295,20694.03
1673787600000,20694.03,20844.29,20685.0,20705.79,7209.06636,20705.79
1673791200000,20705.79,20818.15,20670.7,20787.58,7251.10535,20787.58
1673794800000,20787.87,20994.05,20776.47,20908.28,13017.58428,20908.28
1673798400000,20906.97,20961.81,20850.72,20869.2,9453.15336,20869.2
1673802000000,20871.09,21050.74,20865.33,20920.23,11029.40649,20920.23
1673805600000,20921.48,20923.59,20665.0,20817.94,12011.63609,20817.94
1673809200000,20817.94,20903.47,20776.78,20870.15,5169.47152,20870.15
1673812800000,20870.15,20929.99,20836.1,20905.69,5012.8686,20905.69
1673816400000,20904.74,20932.4,20860.01,20900.62,4089.65709,20900.62
1673820000000,20900.62,20952.37,20746.39,20911.27,6528.17941,20911.27
1673823600000,20911.27,20938.6,20837.0,20871.5,5780.41983,20871.5
1673827200000,20872.99,20999.25,20770.2,20966.58,10746.9633,20966.58
1673830800000,20966.58,21322.0,20913.2,21182.87,23437.22746,21182.87
1673834400000,21182.87,21439.59,21118.94,21209.31,19388.71779,21209.31
1673838000000,21208.54,21229.92,21028.02,21075.68,12123.46188,21075.68
1673841600000,21074.8,21166.8,21037.64,21148.99,8170.58991,21148.99
1673845200000,21147.98,21216.7,21119.05,21187.16,6954.41915,21187.16
1673848800000,21187.89,21260.0,21106.96,21149.8,10204.48252,21149.8
1673852400000,21149.8,21159.7,21066.23,21109.23,7602.55388,21109.23
1673856000000,21109.4,21113.22,20666.0,20747.7,24188.23332,20747.7
